PRODUCT_NAME,TAXONOMY_INDEX,ADDITIONAL_DETAILS,ACQUISITION_COST,SALE_COST,QUANTITY,WAREHOUSE_NAME,CITY,STATE,COUNTRY_NAME,CREATION_DATE
Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",696.14,864.98,167,Beijing,Beijing,Shenzhen,China,01/02/2007
Corsair Vengeance LPX,,"Speed:DDR4-2400,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1019.51,1199.99,55,Mexico City,Monterrey,Nuevo León,Mexico,04/02/2007
Intel Xeon E5-1680 V3 (OEM/Tray),,"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,1751.99,181,New Jersey,South Brunswick,New Jersey,United States of America,24/02/2007
G.Skill Trident Z,,"1,1,1,1",532.27,722.99,26,Beijing,Beijing,Shenzhen,China,02/03/2007
SanDisk SDSSDA-240G-G26,TRUE,"Series:SSD PLUS,Type:SSD,Capacity:240GB,Cache:N/A",61.1,83.88,81,San Francisco,South San Francisco,California,United States of America,08/03/2007
Zotac ZT-P10810A-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",702.35,849.99,89,New Jersey,South Brunswick,New Jersey,United States of America,24/03/2007
G.Skill Ripjaws V Series,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",618.63,704.99,98,San Francisco,South San Francisco,California,United States of America,25/03/2007
Seagate ST3000DM008,,"Series:Barracuda,Type:7200RPM,Capacity:3TB,Cache:64MB",61.63,83.61,73,Toronto,Toronto,Ontario,Canada,27/04/2007
Intel Xeon E5-2687W V4,,"Speed:3.0GHz,Cores:12,TDP:160W",1723.83,2042.69,90,Toronto,Toronto,Ontario,Canada,03/05/2007
Corsair Vengeance LPX,,"Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",821.91,1099.99,175,Sydney,Sydney,New South Wales,Australia,09/05/2007
Seagate ST31000340NS - FFP,,"Series:Barracuda ES,Type:7200RPM,Capacity:1TB,Cache:32MB",34.4,43.99,92,Toronto,Toronto,Ontario,Canada,27/05/2007
Kingston,TRUE,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x16GBSize:64GB",474.18,644,6,Bombay,Bombay,Maharashtra,India,05/06/2007
G.Skill Trident Z,,"Speed:DDR4-3600,Type:288-pin DIMM,CAS:17Module:4x16GBSize:64GB",594.04,768.99,184,San Francisco,South San Francisco,California,United States of America,08/06/2007
G.Skill Ripjaws V Series,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",633.65,704.99,98,San Francisco,South San Francisco,California,United States of America,13/06/2007
Kingston,,"Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB",556.84,671.38,227,"Seattle, Washington",Seattle,Washington,United States of America,14/06/2007
Zotac ZT-P10810G-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",598.25,754.98,150,Beijing,Beijing,Shenzhen,China,18/06/2007
ATI FirePro S9050,,"Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz",1237.04,1699,161,Sydney,Sydney,New South Wales,Australia,22/06/2007
Intel Core i7-4770K,,"Speed:3.5GHz,Cores:4,TDP:84W",799,714.15,39,Beijing,Beijing,Shenzhen,China,30/06/2007
PNY VCQP5000-PB,,"Chipset:Quadro P5000,Memory:16GBCore Clock:1.61GHz",1602.21,2015.11,48,Toronto,Toronto,Ontario,Canada,03/07/2007
Intel Xeon E5-2680 V3 (OEM/Tray),,"Speed:2.5GHz,Cores:12,TDP:120W",1166.89,1638.89,114,"Seattle, Washington",Seattle,Washington,United States of America,16/07/2007
Corsair Dominator Platinum,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",616.53,719.99,104,San Francisco,South San Francisco,California,United States of America,28/07/2007
ATI FirePro S9150,,"Chipset:FirePro S9150,Memory:16GBCore Clock:900MHz",2628.06,3177.44,103,"Seattle, Washington",Seattle,Washington,United States of America,29/07/2007
Samsung MZ-75E250B/AM,,"Series:850 EVO-Series,Type:SSD,Capacity:250GB,Cache:N/A",87.98,104.88,39,Beijing,Beijing,Shenzhen,China,02/08/2007
PNY VCGGTX1080T11XGPB-OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.53GHz",600.92,759.99,35,Bombay,Bombay,Maharashtra,India,02/08/2007
Asus MAXIMUS IX CODE,TRUE,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",266.15,298.98,58,Mexico City,Monterrey,Nuevo León,Mexico,03/08/2007
MSI X299 TOMAHAWK ARCTIC,,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",223.92,281.98,28,Mexico City,Monterrey,Nuevo León,Mexico,06/08/2007
Intel DP35DPM,,"CPU:LGA775,Form Factor:ATX,RAM Slots:4,Max RAM:8GB",626.22,789.79,74,"Seattle, Washington",Seattle,Washington,United States of America,12/08/1957
Intel Core 2 Extreme QX9775,,"Speed:3.2GHz,Cores:4,TDP:150W",892,737.68,102,"Seattle, Washington",Seattle,Washington,United States of America,14/08/2007
Kingston SA400S37/120G,,"Series:A400,Type:SSD,Capacity:120GB,Cache:N/A",40.63,54.99,268,Beijing,Beijing,Shenzhen,China,15/08/2007
Samsung MZ-V6P512BW,,"Series:960 PRO,Type:SSD,Capacity:512GB,Cache:512MB",223.99,279.99,66,Mexico City,Monterrey,Nuevo León,Mexico,26/08/2007
Zotac ZT-P10810D-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",580.1,759.99,161,Bombay,Bombay,Maharashtra,India,26/08/2007
Asus X99-DELUXE/U3.1,,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:64GB",332.38,440.3,69,Sydney,Sydney,New South Wales,Australia,03/09/2007
EVGA 11G-P4-6696-KR,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",594.46,759.99,45,Sydney,Sydney,New South Wales,Australia,09/09/2007
EVGA 06G-P4-4998-KR,,"Chipset:GeForce GTX 980 Ti,Memory:6GBCore Clock:1.19GHz",521.03,741.78,214,San Francisco,South San Francisco,California,United States of America,20/09/2007
Asus KGPE-D16,,"CPU:G34 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:256GB",360.72,417.98,39,Sydney,Sydney,New South Wales,Australia,09/10/2007
Gigabyte GV-N98TWF3OC-6GD,,"Chipset:GeForce GTX 980 Ti,Memory:6GBCore Clock:1.06GHz",633.29,749.99,12,Beijing,Beijing,Shenzhen,China,11/10/2007
Corsair Dominator Platinum,TRUE,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",537.63,659.99,29,Bombay,Bombay,Maharashtra,India,12/10/2007
Intel Xeon E5-1650 V4 (OEM/Tray),,"Speed:3.6GHz,Cores:6,TDP:140W",453.14,594.99,103,"Seattle, Washington",Seattle,Washington,United States of America,13/10/2007
Samsung MZ-75E120B/AM,,"Series:850 EVO-Series,Type:SSD,Capacity:120GB,Cache:N/A",74.41,88.99,177,Toronto,San Francisco,Ontario,Canada,20/10/2007
G.Skill Ripjaws V Series,,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB",1139.87,1318.99,180,Sydney,Sydney,New South Wales,Australia,26/10/2007
Intel Xeon E5-2697 V2,,"Speed:2.7GHz,Cores:12,TDP:130W",2101.59,2377.09,66,New Jersey,South Brunswick,New Jersey,United States of America,27/10/2007
ASRock Z270 SuperCarrier,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",264.35,353.98,94,Sydney,Sydney,New South Wales,Australia,30/10/2007
Gigabyte GV-N108TAORUSX W-11GD,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",596.05,824.98,90,New Jersey,South Brunswick,New Jersey,United States of America,10/11/2007
G.Skill Trident Z,,"Speed:DDR4-3400,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",565.39,731.99,182,San Francisco,South San Francisco,California,United States of America,11/11/2007
Intel Xeon E5-2697 V2,,"Speed:2.7GHz,Cores:12,TDP:130W",2101.59,2377.09,11,Beijing,Beijing,Shenzhen,China,14/11/2007
Western Digital WDS250G1B0A,,"Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",72.54,89.89,39,Beijing,Beijing,Shenzhen,China,28/11/2007
PNY VCQM6000-PB,,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,3254.99,181,New Jersey,South Brunswick,New Jersey,United States of America,04/12/2007
Asus X99-DELUXE II,,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",289.33,383.98,81,Sydney,Sydney,New South Wales,Australia,09/12/2007
Western Digital WD2500AVVS,,"Series:AV-GP,Type:5400RPM,Capacity:250GB,Cache:8MB",12.63,15.55,57,Mexico City,Monterrey,Nuevo León,Mexico,26/12/2007
PNY VCGGTX1080T11XGPB-OC,TRUE,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.53GHz",600.92,759.99,131,"Southlake, Texas",Southlake,Texas,United States of America,15/01/2008
Seagate ST1000DX002,,"Series:FireCuda,Type:Hybrid,Capacity:1TB,Cache:64MB",55.41,68.06,60,Mexico City,Monterrey,Nuevo León,Mexico,16/01/2008
SanDisk SDSSDA-240G-G26,,"Series:SSD PLUS,Type:SSD,Capacity:240GB,Cache:N/A",61.1,83.88,84,Toronto,Toronto,Ontario,Canada,25/01/2008
Intel SSDPECME040T401,,"Series:DC P3608,Type:SSD,Capacity:4TB,Cache:N/A",7123.66,8867.99,69,Toronto,Toronto,Ontario,Canada,01/02/2008
Intel Core i7-4770K,,"Speed:3.5GHz,Cores:4,TDP:84W",714.15,799,63,Sydney,Sydney,New South Wales,Australia,19/02/2008
Seagate ST1000DM010,,"Series:BarraCuda,Type:7200RPM,Capacity:1TB,Cache:64MB",42.18,49.37,58,Mexico City,Monterrey,Nuevo León,Mexico,12/03/2008
MSI X99A WORKSTATION,,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",239.95,289.97,21,Mexico City,Monterrey,Nuevo León,Mexico,19/03/2008
PNY VCQP6000-PB,,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,5499.99,13,Bombay,Bombay,Maharashtra,India,20/03/2008
Samsung MZ-V6E1T0,,"Series:960 EVO,Type:SSD,Capacity:1TB,Cache:1000MB",358.06,449.99,136,Mexico City,Monterrey,Nuevo León,Mexico,01/04/2008
AMD 100-5056062,,"Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz",1343.84,1499.99,60,Mexico City,Monterrey,Nuevo León,Mexico,18/04/2008
G.Skill Ripjaws V Series,,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",452.54,645.2,38,Sydney,Sydney,New South Wales,Australia,20/04/2008
G.Skill Trident Z,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",647.83,760.99,226,San Francisco,South San Francisco,California,United States of America,30/04/2008
ASRock X299 Taichi,,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",214.36,282.98,50,Toronto,Toronto,Ontario,Canada,08/05/2008
ASRock EP2C602-4L/D16,TRUE,"CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:512GB",225.47,301.99,78,Toronto,Toronto,Ontario,Canada,1888-05-09
Crucial,TRUE,"Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",590.13,766.11,76,"Seattle, Washington",Seattle,Washington,United States of America,28/05/2008
PNY SSD7CS1311-120-RB,,"Series:CS1311,Type:SSD,Capacity:120GB,Cache:N/A",50.59,57.98,162,Sydney,Sydney,New South Wales,Australia,28/05/2008
Crucial CT275MX300SSD1,,"Series:MX300,Type:SSD,Capacity:275GB,Cache:N/A",79.21,97.88,60,Mexico City,Monterrey,Nuevo León,Mexico,15/06/2008
G.Skill Ripjaws V Series,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",603.22,721.99,10,Bombay,Bombay,Maharashtra,India,17/06/2008
,,"Series:850 EVO-Series,Type:SSD,Capacity:250GB,Cache:N/A",87.98,104.88,51,Mexico City,Monterrey,Nuevo León,Mexico,20/06/2008
EVGA 11G-P4-6598-KR,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",663.54,809.99,73,Toronto,Toronto,Ontario,Canada,27/06/2008
Seagate ST1000DX002,,"Series:FireCuda,Type:Hybrid,Capacity:1TB,Cache:64MB",55.41,,88,Toronto,Toronto,Ontario,Canada,08/07/2008
G.Skill Trident Z,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",556.8,758.99,187,Beijing,Beijing,Shenzhen,China,21/07/2008
Zotac ZT-P10810C-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.65GHz",535.03,759.99,197,"Southlake, Texas",Southlake,Texas,United States of America,07/08/2008
MSI X99A XPOWER GAMING TITANIUM,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",257.23,329.99,212,Sydney,Sydney,New South Wales,Australia,09/08/2008
AMD 100-506061,,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",706.99,999.99,175,"Southlake, Texas",Southlake,Texas,United States of America,17/08/2008
Kingston,,"Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB",556.84,671.38,177,San Francisco,South San Francisco,California,United States of America,11/09/2008
G.Skill Ripjaws 4 Series,,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",834.06,1073.99,272,"Seattle, Washington",Seattle,Washington,United States of America,18/09/2008
,,"Series:Ultimate SU800,Type:SSD,Capacity:512GB,Cache:N/A",113.29,136.69,149,Sydney,Sydney,New South Wales,Australia,29/09/2008
Intel Xeon E5-2650,,"Speed:2.0GHz,Cores:8,TDP:95W",869.03,1064.99,147,Sydney,Sydney,New South Wales,Australia,08/10/2008
Corsair Vengeance LPX,,"Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",821.91,1099.99,225,"Seattle, Washington",Seattle,Washington,United States of America,11/10/2008
PNY VCQP5000-PB,,"Chipset:Quadro P5000,Memory:16GBCore Clock:1.61GHz",1602.21,2015.11,51,Beijing,Beijing,Shenzhen,China,28/10/2008
Gigabyte GV-N98TWF3OC-6GD,,"Chipset:GeForce GTX 980 Ti,Memory:6GBCore Clock:1.06GHz",633.29,749.99,167,San Francisco,South San Francisco,California,United States of America,06/11/2228
Intel Xeon E5-2690 V4,,"Speed:2.6GHz,Cores:14,TDP:135W",1499.26,1994.49,27,Beijing,Beijing,Shenzhen,China,11/11/2008
Intel DP35DPM,,"CPU:LGA775,Form Factor:ATX,RAM Slots:4,Max RAM:8GB",626.22,789.79,47,Beijing,Beijing,Shenzhen,China,27/11/2008
SanDisk SDSSDHII-240G-G25,,"Series:Ultra II,Type:SSD,Capacity:240GB,Cache:N/A",73.39,84.95,176,Toronto,Toronto,Ontario,Canada,01/12/2008
Kingston,,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x8GBSize:32GB",566.98,653.5,177,Sydney,Sydney,New South Wales,Australia,24/12/2008
Corsair CB-9060011-WW,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",573.51,799.99,535923,"Seattle, Washington",Seattle,Washington,United States of America,04/01/2009
Samsung MZ-V6E250,,"Series:960 EVO,Type:SSD,Capacity:250GB,Cache:512MB",92.98,127.88,29,Sydney,Sydney,New South Wales,Australia,28/01/2009
Corsair Vengeance LPX,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",595.42,699.01,34,Sydney,Sydney,New South Wales,Australia,04/02/2009
Seagate ST2000DX002,,"Series:FireCuda,Type:Hybrid,Capacity:2TB,Cache:64MB",64.48,90.99,225,San Francisco,South San Francisco,California,United States of America,21/02/2009
Intel Core i7-5960X,,"Speed:3.0GHz,Cores:8,TDP:140W",865.59,0,124,Beijing,Beijing,Shenzhen,CN,28/02/2009
EVGA 11G-P4-6696-KR,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",594.46,759.99,167,San Francisco,South San Francisco,California,United States of America,11/03/2009
Zotac ZT-P10810G-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",598.25,754.98,186,Sydney,Sydney,New South Wales,Australia,24/03/2009
MSI GTX 1080 TI LIGHTNING X,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",742.94,863.98,173,"Seattle, Washington",Seattle,Washington,United States of America,01/04/2009
PNY VCQK4200-PB,,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",799.05,949.89,177,San Francisco,South San Francisco,California,United States of America,12/04/2009
Western Digital WD5000AACS,,"Series:Caviar Green,Type:5400RPM,Capacity:500GB,Cache:16MB",20.14,26.99,225,San Francisco,South San Francisco,California,United States of America,12/04/2009
AMD 100-5056062,TRUE,"Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz",1343.84,1499.99,84,Toronto,Toronto,Ontario,Canada,02/06/2009
G.Skill Trident X,,"Speed:DDR3-3100,Type:240-pin DIMM,CAS:12Module:2x4GBSize:8GB",507.32,649.99,177,San Francisco,South San Francisco,California,United States of America,02/06/2009
Intel Xeon E5-2699 V4 (OEM/Tray),,"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,1756,157,Toronto,Toronto,Ontario,Toronto,20/06/2009
Intel Xeon E5-2630 V4,,"Speed:2.2GHz,Cores:10,TDP:85W",528.95,647.99,176,San Francisco,South San Francisco,California,United States of America,02/07/2009
Intel Core i7-6950X (OEM/Tray),TRUE,"Speed:3.0GHz,Cores:10,TDP:140W",1479.56,1704.37,101,San Francisco,South San Francisco,California,United States of America,03/07/2009
MSI GTX 1080 TI AERO 11G OC,TRUE,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",715.72,798.26,170,"Southlake, Texas",Southlake,Texas,United States of America,27/07/2009
PNY SSD7CS1311-120-RB,,"Series:CS1311,Type:SSD,Capacity:120GB,Cache:N/A",50.59,57.98,136,Beijing,Beijing,Shenzhen,China,28/07/2009
Samsung MZ-7KE256BW,,"Series:850 Pro Series,Type:SSD,Capacity:256GB,Cache:N/A",97.19,119.99,136,Beijing,San Francisco,Shenzhen,China,17/08/2009
Gigabyte GV-N1070WF2OC-8GD,,"Chipset:GeForce GTX 1070,Memory:8GBCore Clock:1.56GHz",551.62,769.99,214,Sydney,Sydney,New South Wales,Australia,01/09/2009
MSI X99A GODLIKE GAMING CARBON,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",415,549.59,215,San Francisco,South San Francisco,California,United States of America,31/12/9999
Corsair Dominator Platinum,,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1131.68,1314.99,77,Toronto,Toronto,Ontario,Canada,30/09/2009
Intel Xeon E5-2687W,,"Speed:3.1GHz,Cores:8,TDP:150W",581.16,710.99,35,Sydney,Sydney,New South Wales,Australia,27/10/2009
PNY VCQM6000-PB,TRUE,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,3254.99,133,Mexico City,Monterrey,Nuevo León,Mexico,27/11/2009
ATI FirePro S9050,,"Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz",1237.04,1699,125,Bombay,Bombay,Maharashtra,India,03/12/2009
G.Skill Ripjaws V Series,,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",546.05,677.99,226,Sydney,Sydney,New South Wales,Australia,16/01/2010
G.Skill Ripjaws V Series,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB",510.93,640.99,184,San Francisco,South San Francisco,California,United States of America,31/01/2010
Intel Xeon E5-1680 V3 (OEM/Tray),,"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,1751.99,157,Toronto,Toronto,Ontario,Canada,01/02/2010
Asus RAMPAGE V EXTREME,TRUE,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",459,572.96,149,San Francisco,South San Francisco,California,United States of America,20/02/2010
EVGA 12G-P4-3992-KR,,"Chipset:GeForce GTX Titan Z,Memory:12GBCore Clock:732MHz",2313.07,2799.99,97,"Seattle, Washington",Seattle,Washington,United States of America,31/12/9999
Seagate ST31000340NS - FFP,,"Series:Barracuda ES,Type:7200RPM,Capacity:1TB,Cache:32MB",34.4,43.99,128,San Francisco,Toronto,California,United States of America,18/03/2010
Intel Core i9-7900X,,"Speed:3.3GHz,Cores:10,TDP:140W",855.82,1029.99,110,Bombay,Bombay,Maharashtra,India,26/03/2010
PNY VCQK4200-PB,,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",799.05,949.89,143,Mexico City,Monterrey,Nuevo León,Mexico,30/03/2010
Zotac ZT-P10810G-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",598.25,754.98,197,"Southlake, Texas",Southlake,Texas,United States of America,22/04/2010
Kingston,,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x16GBSize:64GB",474.18,644,97,"Seattle, Washington",Seattle,Washington,United States of America,30/04/2010
Intel Xeon E5-2680 V2,,"Speed:2.8GHz,Cores:10,TDP:115W",567.81,701.95,27,Bombay,Bombay,Maharashtra,India,30/04/2010
Intel Core i7-7820X,,"Speed:3.6GHz,Cores:8,TDP:140W",511.1,678.75,76,"Seattle, Washington",Seattle,Washington,United States of America,13/05/2010
AMD FirePro W9100,,"Chipset:FirePro W9100,Memory:16GBCore Clock:930MHz",2483.38,2998.89,51,Mexico City,Monterrey,Nuevo León,Mexico,14/05/2010
Intel SSDPECME040T401,,"Series:DC P3608,Type:SSD,Capacity:4TB,Cache:N/A",7123.66,8867.99,117,San Francisco,South San Francisco,California,United States of America,16/05/2010
Corsair Dominator Platinum,,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",537.63,659.99,89,"Seattle, Washington",Seattle,Washington,United States of America,21/05/2010
Zotac ZT-P10810G-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",598.25,754.98,209,Toronto,Toronto,Ontario,Canada,28/05/2010
Gigabyte GV-N1070WF2OC-8GD,,"Chipset:GeForce GTX 1070,Memory:8GBCore Clock:1.56GHz",551.62,769.99,237,Toronto,Toronto,Ontario,Canada,02/06/2010
PNY VCQP6000-PB,,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,5499.99,185,San Francisco,South San Francisco,California,United States of America,12/06/2010
EVGA Z270 Classified K,,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",234.26,283.98,96,San Francisco,South San Francisco,California,United States of America,30/06/2010
Asus VANGUARD B85,TRUE,"CPU:LGA1150,Form Factor:Micro ATX,RAM Slots:4,Max RAM:32GB",258.1,287,11,Beijing,Beijing,Shenzhen,China,07/07/2010
Western Digital WDS250G1B0A,,"Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",72.54,89.89,74,Toronto,Toronto,Ontario,Canada,
Intel Xeon E5-2695 V3 (OEM/Tray),,"Speed:2.3GHz,Cores:14,TDP:120W",1925.13,2431.95,7,Beijing,Beijing,Shenzhen,China,16/07/2010
G.Skill Trident Z,,"Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",601.56,725.99,69,"Seattle, Washington",Seattle,Washington,United States of America,16/07/2010
Intel Core 2 Extreme QX9775,,"Speed:3.2GHz,Cores:4,TDP:150W",892,737.68,183,San Francisco,South San Francisco,California,United States of America,28/07/2010
MSI X299 TOMAHAWK ARCTIC,,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",223.92,281.98,41,Sydney,Sydney,New South Wales,Australia,13/08/2010
Intel Xeon E5-2683 V4,,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,1899.99,47,Beijing,Beijing,Shenzhen,Beijing,13/08/2010
EVGA Z270 Classified K,,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",234.26,283.98,37,Sydney,Sydney,New South Wales,Australia,16/08/2010
AMD 100-5056062,TRUE,"Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz",1343.84,1499.99,108,New Jersey,South Brunswick,New Jersey,United States of America,17/08/2010
Crucial CT525MX300SSD1,,"Series:MX300,Type:SSD,Capacity:525GB,Cache:N/A",135.59,150.99,150,Sydney,San Francisco,New South Wales,Australia,22/08/2010
Intel Core i7-7820X,,"Speed:3.6GHz,Cores:8,TDP:140W",511.1,678.75,35,Sydney,Sydney,New South Wales,Australia,05/09/2010
G.Skill Ripjaws V Series,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",617.62,695.99,101,"Seattle, Washington",Seattle,Washington,United States of America,01/10/2010
Zotac ZT-P10810A-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",702.35,849.99,50,Beijing,Beijing,Shenzhen,China,
Supermicro MBD-X10DAX,,"CPU:LGA2011-3 x 2,Form Factor:EATX,RAM Slots:16,Max RAM:",385.24,443.72,7,Bombay,Bombay,Maharashtra,India,
ASRock E3C224D4M-16RE,,"CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",364.79,499.99,160,Beijing,Beijing,Shenzhen,China,
EVGA 11G-P4-6696-KR,TRUE,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",594.46,759.99,8,Bombay,Bombay,Maharashtra,India,
G.Skill Ripjaws V Series,,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",452.54,645.2,6,Bombay,Bombay,Maharashtra,India,
ADATA ASU800SS-128GT-C,,"Series:Ultimate SU800,Type:SSD,Capacity:128GB,Cache:N/A",37.78,52.65,65,Sydney,Sydney,New South Wales,Australia,
Asus X99-E-10G WS,TRUE,"CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB",582.02,649,219,"Seattle, Washington",Seattle,Washington,United States of America,24/11/2010
AMD 100-506061,,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",706.99,999.99,246,New Jersey,South Brunswick,New Jersey,United States of America,24/11/2010
Western Digital WDS500G1B0B,,"Series:Blue,Type:SSD,Capacity:500GB,Cache:N/A",106.89,149.88,194,Toronto,San Francisco,Ontario,Canada,09/12/2010
AMD 100-505989,,"Chipset:FirePro W9100,Memory:32GBCore Clock:930MHz",2128.67,2699.99,63,Mexico City,Monterrey,Nuevo León,Mexico,11/12/2010
Intel Core i7-4770K,,"Speed:3.5GHz,Cores:4,TDP:84W",799,714.15,111,San Francisco,South San Francisco,California,United States of America,
Intel Xeon E5-2687W V3,,"Speed:3.1GHz,Cores:10,TDP:160W",1781.47,2064.99,86,Toronto,Toronto,Ontario,Canada,
G.Skill Ripjaws V Series,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB",510.93,640.99,103,"Seattle, Washington",Seattle,Washington,United States of America,
