PRODUCT_NAME,TAXONOMY_INDEX,ADDITIONAL_DETAILS,ACQUISITION_COST,SALE_COST,QUANTITY,WAREHOUSE_NAME,CITY,STATE,COUNTRY_NAME,CREATION_DATE,DETAILS_GROUP_ONE,DETAILS_GROUP_TWO,DETAILS_GROUP_THREE,DETAILS_GROUP_FOUR,PROFIT,TOTAL PROFIT,PROFIT AFTER tax
Intel Core i7-4790K,,"Speed:4.0GHz,Cores:4,TDP:88W",461.92,620.95,226.0,"Seattle, Washington",Seattle,Washington,United States,2012-02-03,Speed:4.0GHz,Cores:4,TDP:88W,,159.03000000000003,35940.780000000006,35940.780000000006
ATI FirePro W9000,True,"Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz",2785.55,3192.97,127.0,New Jersey,South Brunswick,New Jersey,United States,,Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz,,,407.4199999999996,51742.33999999995,51742.33999999995
Asus Sabertooth 990FX,,"CPU:AM3+,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",252.31,295.72,29.0,Sydney,Sydney,New South Wales,Australia,2012-05-04,CPU:AM3+,Form Factor:ATX,RAM Slots:4,Max RAM:32GB,43.410000000000025,1258.8900000000008,944.1675000000006
PNY VCGGTX1080T11XGPB-OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.53GHz",600.92,759.99,83.0,Toronto,Toronto,Ontario,Canada,2012-05-04,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.53GHz,,,159.07000000000005,13202.810000000005,13202.810000000005
Crucial,,"Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",590.13,766.11,34.0,Bombay,Bombay,Maharashtra,India,2012-07-04,Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,,175.98000000000002,5983.320000000001,5983.320000000001
MSI GTX 1080 TI LIGHTNING X,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",742.94,863.98,161.0,Toronto,Toronto,Ontario,Canada,2012-07-04,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,121.03999999999996,19487.439999999995,19487.439999999995
ASRock EP2C602-4L/D16,,"CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:512GB",225.47,301.99,55.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:512GB,76.52000000000001,4208.6,2946.02
G.Skill Trident X,,"Speed:DDR3-3100,Type:240-pin DIMM,CAS:12Module:2x4GBSize:8GB",507.32,649.99,142.0,Beijing,Beijing,Beijing,China,,Speed:DDR3-3100,Type:240-pin DIMM,CAS:12Module:2x4GBSize:8GB,,142.67000000000002,20259.140000000003,10129.570000000002
Corsair Dominator Platinum,,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1068.66,1264.99,66.0,Sydney,Sydney,New South Wales,Australia,2012-03-05,Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB,,196.32999999999993,12957.779999999995,9718.334999999995
G.Skill Trident Z,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",532.27,722.99,183.0,San Francisco,South San Francisco,California,United States,2012-04-05,Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB,,190.72000000000003,34901.76,34901.76
PNY VCQM6000-PB,,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,3254.99,121.0,Beijing,Beijing,Beijing,China,,Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz,,,749.9499999999998,90743.94999999998,45371.97499999999
Asus Z10PE-D16 WS,,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:1TB",332.52,469.99,65.0,Sydney,Sydney,New South Wales,Australia,,CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:1TB,137.47000000000003,8935.550000000001,6701.6625
AMD 100-506061,,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",706.99,999.99,111.0,Bombay,Bombay,Maharashtra,India,,Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,,293.0,32523.0,32523.0
EVGA Classified,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",240.62,283.98,96.0,San Francisco,South San Francisco,California,United States,2012-03-06,CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB,43.360000000000014,4162.560000000001,4162.560000000001
Samsung MZ-7KE256BW,,"Series:850 Pro Series,Type:SSD,Capacity:256GB,Cache:N/A",97.19,119.99,148.0,Mexico City,San Francisco,California,United States,2012-06-06,Series:850 Pro Series,Type:SSD,Capacity:256GB,Cache:N/A,22.799999999999997,3374.3999999999996,3374.3999999999996
G.Skill Ripjaws V Series,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",603.22,721.99,25.0,Beijing,Beijing,Beijing,China,2012-12-06,Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB,,118.76999999999998,2969.2499999999995,1484.6249999999998
MSI Z170A KRAIT GAMING,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",262.4,299.89,57.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB,37.49000000000001,2136.9300000000003,1495.851
Zotac ZT-70203-10P,,"Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz",580.42,820.61,128.0,"Southlake, Texas",Southlake,Texas,United States,,Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz,,,240.19000000000005,30744.320000000007,27669.888000000006
Intel Core i7-7820X,,"Speed:3.6GHz,Cores:8,TDP:140W",511.1,678.75,50.0,Beijing,Beijing,Beijing,China,2012-09-07,Speed:3.6GHz,Cores:8,TDP:140W,,167.64999999999998,8382.499999999998,4191.249999999999
G.Skill Ripjaws V Series,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",602.4,680.99,64.0,"Seattle, Washington",Seattle,Washington,United States,,Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB,,78.59000000000003,5029.760000000002,5029.760000000002
Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",696.14,864.98,227.0,New Jersey,South Brunswick,New Jersey,United States,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,,168.84000000000003,38326.68000000001,38326.68000000001
EVGA 12G-P4-3992-KR,,"Chipset:GeForce GTX Titan Z,Memory:12GBCore Clock:732MHz",2313.07,2799.99,126.0,"Southlake, Texas",Southlake,Texas,United States,,Chipset:GeForce GTX Titan Z,Memory:12GBCore Clock:732MHz,,,486.9199999999996,61351.919999999955,55216.72799999996
Intel Xeon E5-2695 V2,True,"Speed:2.4GHz,Cores:12,TDP:115W",1793.53,2259.99,46.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2012-01-08,Speed:2.4GHz,Cores:12,TDP:115W,,466.4599999999998,21457.159999999993,15020.011999999993
Intel Xeon E5-2680 V4,,"Speed:2.4GHz,Cores:14,TDP:120W",1365.13,1639.99,147.0,Sydney,Sydney,New South Wales,Australia,,Speed:2.4GHz,Cores:14,TDP:120W,,274.8599999999999,40404.419999999984,30303.314999999988
Intel SSDPECME040T401,,"Series:DC P3608,Type:SSD,Capacity:4TB,Cache:N/A",7123.66,8867.99,32.0,Beijing,Beijing,Beijing,China,,Series:DC P3608,Type:SSD,Capacity:4TB,Cache:N/A,1744.33,55818.56,27909.28
Crucial CT525MX300SSD1,,"Series:MX300,Type:SSD,Capacity:525GB,Cache:N/A",135.59,150.99,213.0,San Francisco,San Francisco,California,United States,,Series:MX300,Type:SSD,Capacity:525GB,Cache:N/A,15.400000000000006,3280.200000000001,3280.200000000001
Asus KGPE-D16,,"CPU:G34 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:256GB",360.72,417.98,8.0,Bombay,Bombay,Maharashtra,India,,CPU:G34 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:256GB,57.25999999999999,458.0799999999999,458.0799999999999
PNY VCQK6000-PB,,"Chipset:Quadro K6000,Memory:12GBCore Clock:902MHz",1740.31,2290.79,106.0,"Southlake, Texas",Southlake,Texas,United States,2012-08-10,Chipset:Quadro K6000,Memory:12GBCore Clock:902MHz,,,550.48,58350.880000000005,52515.79200000001
Intel Xeon E5-2697 V2,,"Speed:2.7GHz,Cores:12,TDP:130W",2101.59,2377.09,33.0,Sydney,Sydney,New South Wales,Australia,,Speed:2.7GHz,Cores:12,TDP:130W,,275.5,9091.5,6818.625
Kingston,,"Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",650.48,741.63,103.0,"Seattle, Washington",Seattle,Washington,United States,,Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,,91.14999999999998,9388.449999999997,9388.449999999997
EVGA 12G-P4-3992-KR,,"Chipset:GeForce GTX Titan Z,Memory:12GBCore Clock:732MHz",2313.07,2799.99,35.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,Chipset:GeForce GTX Titan Z,Memory:12GBCore Clock:732MHz,,,486.9199999999996,17042.199999999986,11929.53999999999
Crucial CT525MX300SSD1,,"Series:MX300,Type:SSD,Capacity:525GB,Cache:N/A",135.59,150.99,137.0,Mexico City,San Francisco,California,United States,,Series:MX300,Type:SSD,Capacity:525GB,Cache:N/A,15.400000000000006,2109.8000000000006,2109.8000000000006
G.Skill Ripjaws V Series,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",633.65,704.99,68.0,"Seattle, Washington",Seattle,Washington,United States,,Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB,,71.34000000000003,4851.120000000003,4851.120000000003
Intel Core i7-4790K,,"Speed:4.0GHz,Cores:4,TDP:88W",461.92,620.95,123.0,Bombay,Bombay,Maharashtra,India,2013-06-02,Speed:4.0GHz,Cores:4,TDP:88W,,159.03000000000003,19560.690000000002,19560.690000000002
Kingston,,"Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",650.48,741.63,59.0,Sydney,Sydney,New South Wales,Australia,2013-08-02,Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,,91.14999999999998,5377.8499999999985,4033.387499999999
ASRock EP2C612 WS,,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:",308.84,358.49,85.0,Sydney,Sydney,New South Wales,Australia,,CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:,49.650000000000034,4220.250000000003,3165.187500000002
Zotac ZT-P10810C-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.65GHz",535.03,759.99,185.0,Sydney,Sydney,New South Wales,Australia,2013-07-03,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.65GHz,,,224.96000000000004,41617.600000000006,31213.200000000004
MSI GTX 1080 TI AERO 11G OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",715.72,798.26,86.0,Beijing,Beijing,Beijing,China,2013-07-03,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz,,,82.53999999999996,7098.439999999997,3549.2199999999984
Intel Xeon E5-2680 V3 (OEM/Tray),,"Speed:2.5GHz,Cores:12,TDP:120W",1166.89,1638.89,54.0,Bombay,Bombay,Maharashtra,India,,Speed:2.5GHz,Cores:12,TDP:120W,,472.0,25488.0,25488.0
G.Skill Ripjaws V Series,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",618.63,704.99,32.0,Sydney,Sydney,New South Wales,Australia,,Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB,,86.36000000000001,2763.5200000000004,2072.6400000000003
Corsair Dominator Platinum,,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",537.63,659.99,41.0,Beijing,Beijing,Beijing,China,,Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB,,122.36000000000001,5016.76,2508.38
EVGA 11G-P4-6598-KR,True,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",663.54,809.99,53.0,Sydney,Sydney,New South Wales,Australia,2013-01-07,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz,,,146.45000000000005,7761.850000000002,5821.387500000002
Hitachi HUS724030ALE641,,,54.03,65.92,21.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,,,,,11.89,249.69,174.783
PNY VCQK6000-PB,,"Chipset:Quadro K6000,Memory:12GBCore Clock:902MHz",1740.31,2290.79,63.0,"Seattle, Washington",Seattle,Washington,United States,2013-12-07,Chipset:Quadro K6000,Memory:12GBCore Clock:902MHz,,,550.48,34680.24,34680.24
Western Digital WD5000AACS,,"Series:Caviar Green,Type:5400RPM,Capacity:500GB,Cache:16MB",20.14,26.99,136.0,Beijing,Beijing,Beijing,China,,Series:Caviar Green,Type:5400RPM,Capacity:500GB,Cache:16MB,6.849999999999998,931.5999999999997,465.79999999999984
Corsair Vengeance LPX,,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",867.52,1163.99,169.0,Bombay,Bombay,Maharashtra,India,,Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB,,296.47,50103.43000000001,50103.43000000001
Zotac ZT-P10810D-10P,True,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",580.1,759.99,222.0,"Southlake, Texas",Southlake,Texas,United States,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,179.89,39935.579999999994,29951.684999999998
PNY VCGGTX780T3XPB-OC,,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:980MHz",592.12,749.99,45.0,Sydney,Sydney,New South Wales,Australia,2013-02-08,Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:980MHz,,,157.87,7104.150000000001,5328.1125
MSI GTX 1080 TI LIGHTNING X,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",742.94,863.98,209.0,"Southlake, Texas",Southlake,Texas,United States,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,121.03999999999996,25297.359999999993,18973.019999999997
Hitachi HUS724030ALE641,,"Series:Ultrastar 7K4000,Type:7200RPM,Capacity:3TB,Cache:64MB",54.03,65.92,47.0,Toronto,Toronto,Ontario,Canada,,Series:Ultrastar 7K4000,Type:7200RPM,Capacity:3TB,Cache:64MB,11.89,558.83,558.83
ATI FirePro S9050,,"Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz",1237.04,1699.0,149.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2013-06-09,Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz,,,461.96000000000004,68832.04000000001,48182.428
Kingston SA400S37/120G,,"Series:A400,Type:SSD,Capacity:120GB,Cache:N/A",40.63,54.99,220.0,Toronto,Toronto,Ontario,Canada,2013-09-09,Series:A400,Type:SSD,Capacity:120GB,Cache:N/A,14.36,3159.2,3159.2
G.Skill Trident Z,,"Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",601.56,725.99,99.0,San Francisco,South San Francisco,California,United States,2013-01-10,Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB,,124.43000000000006,12318.570000000007,12318.570000000007
Intel Xeon E5-2680 V2,,"Speed:2.8GHz,Cores:10,TDP:115W",567.81,701.95,63.0,Sydney,Sydney,New South Wales,Australia,,Speed:2.8GHz,Cores:10,TDP:115W,,134.1400000000001,8450.820000000007,6338.115000000005
G.Skill Trident Z,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",556.8,758.99,225.0,Sydney,Sydney,New South Wales,Australia,,Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB,,202.19000000000005,45492.750000000015,34119.562500000015
Intel Xeon E5-2687W V4,,"Speed:3.0GHz,Cores:12,TDP:160W",1723.83,2042.69,49.0,Beijing,Beijing,Beijing,China,2013-05-11,Speed:3.0GHz,Cores:12,TDP:160W,,318.8600000000001,15624.140000000007,7812.070000000003
Samsung MZ-75E120B/AM,,"Series:850 EVO-Series,Type:SSD,Capacity:120GB,Cache:N/A",74.41,88.99,163.0,Sydney,San Francisco,California,United States,,Series:850 EVO-Series,Type:SSD,Capacity:120GB,Cache:N/A,14.579999999999998,2376.5399999999995,2376.5399999999995
Intel Core i9-7900X,,"Speed:3.3GHz,Cores:10,TDP:140W",855.82,1029.99,170.0,"Seattle, Washington",Seattle,Washington,United States,,Speed:3.3GHz,Cores:10,TDP:140W,,174.16999999999996,29608.899999999994,29608.899999999994
Asus X99-E WS/USB 3.1,,"CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB",428.89,482.49,171.0,San Francisco,South San Francisco,California,United States,,CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB,53.60000000000002,9165.600000000004,9165.600000000004
Intel Core i7-3960X Extreme Edition,,"Speed:3.3GHz,Cores:6,TDP:130W",800.74,573.41,106.0,San Francisco,South San Francisco,California,United States,2013-04-12,Speed:3.3GHz,Cores:6,TDP:130W,,-227.33000000000004,-24096.980000000003,-24096.980000000003
ATI FirePro W9000,,"Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz",2785.55,3192.97,98.0,"Seattle, Washington",Seattle,Washington,United States,,Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz,,,407.4199999999996,39927.15999999996,39927.15999999996
Intel Xeon E5-2630 V3 (OEM/Tray),,"Speed:2.4GHz,Cores:8,TDP:85W",421.9,589.99,35.0,Sydney,Sydney,New South Wales,Australia,,Speed:2.4GHz,Cores:8,TDP:85W,,168.09000000000003,5883.1500000000015,4412.362500000001
ASRock C2750D4I,True,"CPU:Atom C2750,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB",339.55,401.98,113.0,Bombay,Bombay,Maharashtra,India,,CPU:Atom C2750,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB,62.43000000000001,7054.590000000001,7054.590000000001
Gigabyte GA-X99-UD5 WIFI,True,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",217.83,305.0,141.0,Sydney,Sydney,New South Wales,Australia,,CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB,87.16999999999999,12290.969999999998,9218.227499999997
Corsair CB-9060011-WW,True,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",573.51,799.99,29.0,Sydney,Sydney,New South Wales,Australia,2014-10-01,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,226.48000000000002,6567.92,4925.9400000000005
Samsung MZ-75E120B/AM,,"Series:850 EVO-Series,Type:SSD,Capacity:120GB,Cache:N/A",74.41,88.99,150.0,Mexico City,San Francisco,California,United States,2014-11-01,Series:850 EVO-Series,Type:SSD,Capacity:120GB,Cache:N/A,14.579999999999998,2186.9999999999995,2186.9999999999995
PNY VCQP6000-PB,,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,5499.99,133.0,"Southlake, Texas",Southlake,Texas,United States,,Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz,,,1441.0,191653.0,172487.7
PNY VCQK4200-PB,,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",799.05,949.89,110.0,Bombay,Bombay,Maharashtra,India,,Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,,150.84000000000003,16592.400000000005,16592.400000000005
Corsair Dominator Platinum,,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1131.68,1314.99,42.0,Beijing,Beijing,Beijing,China,,Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB,,183.30999999999995,7699.019999999998,3849.509999999999
G.Skill Ripjaws 4 Series,,"Speed:DDR4-2400,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB",836.03,1055.99,175.0,Sydney,Sydney,New South Wales,Australia,2014-09-02,Speed:DDR4-2400,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB,,219.96000000000004,38493.00000000001,28869.750000000007
Hitachi A7K1000-1000,,"Series:Ultrastar,Type:7200RPM,Capacity:1TB,Cache:32MB",29.94,41.99,150.0,Sydney,San Francisco,California,United States,2014-11-02,Series:Ultrastar,Type:7200RPM,Capacity:1TB,Cache:32MB,12.05,1807.5,1807.5
Intel Xeon E5-1660 V3 (OEM/Tray),,"Speed:3.0GHz,Cores:8,TDP:140W",914.52,1019.99,88.0,"Seattle, Washington",Seattle,Washington,United States,,Speed:3.0GHz,Cores:8,TDP:140W,,105.47000000000003,9281.360000000002,9281.360000000002
Zotac ZT-70203-10P,,"Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz",580.42,820.61,180.0,San Francisco,South San Francisco,California,United States,,Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz,,,240.19000000000005,43234.20000000001,43234.20000000001
Asus X99-DELUXE/U3.1,,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:64GB",332.38,440.3,33.0,Bombay,Bombay,Maharashtra,India,,CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:64GB,107.92000000000002,3561.3600000000006,3561.3600000000006
Intel Xeon E5-2683 V4,,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,1899.99,107.0,New Jersey,South Brunswick,New Jersey,United States,2014-02-03,Speed:2.1GHz,Cores:16,TDP:120W,,193.03999999999996,20655.279999999995,20655.279999999995
PNY VCQP6000-PB,,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,5499.99,60.0,Sydney,Sydney,New South Wales,Australia,2014-03-03,Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz,,,1441.0,86460.0,64845.0
Intel Xeon E5-2695 V2,,"Speed:2.4GHz,Cores:12,TDP:115W",1793.53,2259.99,70.0,Toronto,Toronto,Ontario,Canada,2014-04-03,Speed:2.4GHz,Cores:12,TDP:115W,,466.4599999999998,32652.199999999986,32652.199999999986
Intel Xeon E5-2643 V4 (OEM/Tray),,"Speed:3.4GHz,Cores:6,TDP:135W",1225.59,1708.86,157.0,Toronto,Toronto,Ontario,Canada,2014-06-03,Speed:3.4GHz,Cores:6,TDP:135W,,483.27,75873.39,75873.39
G.Skill Ripjaws V Series,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",618.63,704.99,68.0,"Seattle, Washington",Seattle,Washington,United States,2014-07-03,Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB,,86.36000000000001,5872.480000000001,5872.480000000001
Corsair CB-9060011-WW,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",573.51,799.99,106.0,"Southlake, Texas",Southlake,Texas,United States,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,226.48000000000002,24006.88,21606.192000000003
AMD 100-5056062,,"Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz",1343.84,1499.99,48.0,Beijing,Beijing,Beijing,China,,Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz,,,156.1500000000001,7495.200000000004,3747.600000000002
G.Skill Ripjaws V Series,,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",499.09,645.99,66.0,Sydney,Sydney,New South Wales,Australia,,Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB,,146.90000000000003,9695.400000000001,7271.550000000001
G.Skill Ripjaws V Series,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",517.78,686.99,29.0,Bombay,Bombay,Maharashtra,India,,Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,,169.21000000000004,4907.090000000001,4907.090000000001
MSI GeForce GTX 1080 TI ARMOR 11G OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",644.19,764.98,197.0,"Southlake, Texas",Southlake,Texas,United States,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,,120.78999999999996,23795.629999999994,17846.722499999996
ASRock X99 Extreme11,True,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",380.55,469.99,8.0,Beijing,Beijing,Beijing,China,,CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB,89.44,715.52,357.76
G.Skill Ripjaws V Series,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",602.4,680.99,97.0,San Francisco,South San Francisco,California,United States,,Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB,,78.59000000000003,7623.230000000003,7623.230000000003
Intel Xeon E5-2687W,,"Speed:3.1GHz,Cores:8,TDP:150W",581.16,710.99,50.0,Beijing,Beijing,Beijing,China,2014-05-06,Speed:3.1GHz,Cores:8,TDP:150W,,129.83000000000004,6491.500000000002,3245.750000000001
Intel Xeon E5-2683 V4,,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,1899.99,35.0,Bombay,Bombay,Maharashtra,India,2014-06-06,Speed:2.1GHz,Cores:16,TDP:120W,,193.03999999999996,6756.399999999999,6756.399999999999
Western Digital WDS250G1B0B,,"Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",70.71,89.99,150.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2014-12-06,Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A,19.28,2892.0,2024.3999999999999
Intel Xeon E5-2699 V4 (OEM/Tray),,"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,1756.0,181.0,New Jersey,South Brunswick,New Jersey,United States,,Speed:2.2GHz,Cores:22,TDP:145W,,220.3800000000001,39888.78000000002,39888.78000000002
Intel Core i7-5960X,,"Speed:3.0GHz,Cores:8,TDP:140W",865.59,1009.79,148.0,Sydney,Sydney,New South Wales,Australia,,Speed:3.0GHz,Cores:8,TDP:140W,,144.19999999999993,21341.59999999999,16006.199999999993
AMD 100-5056062,,"Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz",1343.84,1499.99,72.0,Sydney,Sydney,New South Wales,Australia,2014-04-07,Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz,,,156.1500000000001,11242.800000000007,8432.100000000006
MSI GTX 1080 TI AERO 11G OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",715.72,798.26,158.0,San Francisco,South San Francisco,California,United States,2014-11-07,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz,,,82.53999999999996,13041.319999999994,13041.319999999994
