PRODUCT_NAME,TAXONOMY_INDEX,ADDITIONAL_DETAILS,ACQUISITION_COST,SALE_COST,QUANTITY,WAREHOUSE_NAME,CITY,STATE,COUNTRY_NAME,CREATION_DATE
G.Skill Ripjaws V Series,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",633.65,704.99,98.0,San Francisco,South San Francisco,California,United States,
Kingston,,"Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB",556.84,671.38,227.0,"Seattle, Washington",Seattle,Washington,United States,
Zotac ZT-P10810G-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",598.25,754.98,150.0,Beijing,Beijing,Beijing,China,
ATI FirePro S9050,,"Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz",1237.04,1699.0,161.0,Sydney,Sydney,New South Wales,Australia,
Intel Core i7-4770K,,"Speed:3.5GHz,Cores:4,TDP:84W",799.0,714.15,39.0,Beijing,Beijing,Beijing,China,
PNY VCQP5000-PB,,"Chipset:Quadro P5000,Memory:16GBCore Clock:1.61GHz",1602.21,2015.11,48.0,Toronto,Toronto,Ontario,Canada,2007-03-07
Intel Xeon E5-2680 V3 (OEM/Tray),,"Speed:2.5GHz,Cores:12,TDP:120W",1166.89,1638.89,114.0,"Seattle, Washington",Seattle,Washington,United States,
Corsair Dominator Platinum,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",616.53,719.99,104.0,San Francisco,South San Francisco,California,United States,
ATI FirePro S9150,,"Chipset:FirePro S9150,Memory:16GBCore Clock:900MHz",2628.06,3177.44,103.0,"Seattle, Washington",Seattle,Washington,United States,
Samsung MZ-75E250B/AM,,"Series:850 EVO-Series,Type:SSD,Capacity:250GB,Cache:N/A",87.98,104.88,39.0,Beijing,Beijing,Beijing,China,2007-02-08
PNY VCGGTX1080T11XGPB-OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.53GHz",600.92,759.99,35.0,Bombay,Bombay,Maharashtra,India,2007-02-08
Asus MAXIMUS IX CODE,True,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",266.15,298.98,58.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2007-03-08
MSI X299 TOMAHAWK ARCTIC,,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",223.92,281.98,28.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2007-06-08
Intel DP35DPM,,"CPU:LGA775,Form Factor:ATX,RAM Slots:4,Max RAM:8GB",626.22,789.79,74.0,"Seattle, Washington",Seattle,Washington,United States,
Intel Core 2 Extreme QX9775,,"Speed:3.2GHz,Cores:4,TDP:150W",892.0,737.68,102.0,"Seattle, Washington",Seattle,Washington,United States,
Kingston SA400S37/120G,,"Series:A400,Type:SSD,Capacity:120GB,Cache:N/A",40.63,54.99,268.0,Beijing,Beijing,Beijing,China,
Samsung MZ-V6P512BW,,"Series:960 PRO,Type:SSD,Capacity:512GB,Cache:512MB",223.99,279.99,66.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
Zotac ZT-P10810D-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",580.1,759.99,161.0,Bombay,Bombay,Maharashtra,India,
Asus X99-DELUXE/U3.1,,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:64GB",332.38,440.3,69.0,Sydney,Sydney,New South Wales,Australia,2007-03-09
EVGA 11G-P4-6696-KR,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",594.46,759.99,45.0,Sydney,Sydney,New South Wales,Australia,2007-09-09
EVGA 06G-P4-4998-KR,,"Chipset:GeForce GTX 980 Ti,Memory:6GBCore Clock:1.19GHz",521.03,741.78,214.0,San Francisco,South San Francisco,California,United States,
Asus KGPE-D16,,"CPU:G34 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:256GB",360.72,417.98,39.0,Sydney,Sydney,New South Wales,Australia,2007-09-10
Gigabyte GV-N98TWF3OC-6GD,,"Chipset:GeForce GTX 980 Ti,Memory:6GBCore Clock:1.06GHz",633.29,749.99,12.0,Beijing,Beijing,Beijing,China,2007-11-10
Corsair Dominator Platinum,True,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",537.63,659.99,29.0,Bombay,Bombay,Maharashtra,India,2007-12-10
Intel Xeon E5-1650 V4 (OEM/Tray),,"Speed:3.6GHz,Cores:6,TDP:140W",453.14,594.99,103.0,"Seattle, Washington",Seattle,Washington,United States,
Samsung MZ-75E120B/AM,,"Series:850 EVO-Series,Type:SSD,Capacity:120GB,Cache:N/A",74.41,88.99,177.0,Toronto,San Francisco,California,United States,
G.Skill Ripjaws V Series,,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB",1139.87,1318.99,180.0,Sydney,Sydney,New South Wales,Australia,
Intel Xeon E5-2697 V2,,"Speed:2.7GHz,Cores:12,TDP:130W",2101.59,2377.09,66.0,New Jersey,South Brunswick,New Jersey,United States,
ASRock Z270 SuperCarrier,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",264.35,353.98,94.0,Sydney,Sydney,New South Wales,Australia,
Gigabyte GV-N108TAORUSX W-11GD,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",596.05,824.98,90.0,New Jersey,South Brunswick,New Jersey,United States,2007-10-11
G.Skill Trident Z,,"Speed:DDR4-3400,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",565.39,731.99,182.0,San Francisco,South San Francisco,California,United States,2007-11-11
Intel Xeon E5-2697 V2,,"Speed:2.7GHz,Cores:12,TDP:130W",2101.59,2377.09,11.0,Beijing,Beijing,Beijing,China,
Western Digital WDS250G1B0A,,"Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",72.54,89.89,39.0,Beijing,Beijing,Beijing,China,
PNY VCQM6000-PB,,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,3254.99,181.0,New Jersey,South Brunswick,New Jersey,United States,2007-04-12
Asus X99-DELUXE II,,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",289.33,383.98,81.0,Sydney,Sydney,New South Wales,Australia,2007-09-12
Western Digital WD2500AVVS,,"Series:AV-GP,Type:5400RPM,Capacity:250GB,Cache:8MB",12.63,15.55,57.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
PNY VCGGTX1080T11XGPB-OC,True,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.53GHz",600.92,759.99,131.0,"Southlake, Texas",Southlake,Texas,United States,
Seagate ST1000DX002,,"Series:FireCuda,Type:Hybrid,Capacity:1TB,Cache:64MB",55.41,68.06,60.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
SanDisk SDSSDA-240G-G26,,"Series:SSD PLUS,Type:SSD,Capacity:240GB,Cache:N/A",61.1,83.88,84.0,Toronto,Toronto,Ontario,Canada,
Intel SSDPECME040T401,,"Series:DC P3608,Type:SSD,Capacity:4TB,Cache:N/A",7123.66,8867.99,69.0,Toronto,Toronto,Ontario,Canada,2008-01-02
Intel Core i7-4770K,,"Speed:3.5GHz,Cores:4,TDP:84W",714.15,799.0,63.0,Sydney,Sydney,New South Wales,Australia,
Seagate ST1000DM010,,"Series:BarraCuda,Type:7200RPM,Capacity:1TB,Cache:64MB",42.18,49.37,58.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2008-12-03
MSI X99A WORKSTATION,,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",239.95,289.97,21.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
PNY VCQP6000-PB,,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,5499.99,13.0,Bombay,Bombay,Maharashtra,India,
Samsung MZ-V6E1T0,,"Series:960 EVO,Type:SSD,Capacity:1TB,Cache:1000MB",358.06,449.99,136.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2008-01-04
AMD 100-5056062,,"Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz",1343.84,1499.99,60.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
G.Skill Ripjaws V Series,,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",452.54,645.2,38.0,Sydney,Sydney,New South Wales,Australia,
G.Skill Trident Z,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",647.83,760.99,226.0,San Francisco,South San Francisco,California,United States,
ASRock X299 Taichi,,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",214.36,282.98,50.0,Toronto,Toronto,Ontario,Canada,2008-08-05
ASRock EP2C602-4L/D16,True,"CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:512GB",225.47,301.99,78.0,Toronto,Toronto,Ontario,Canada,
Crucial,True,"Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",590.13,766.11,76.0,"Seattle, Washington",Seattle,Washington,United States,
PNY SSD7CS1311-120-RB,,"Series:CS1311,Type:SSD,Capacity:120GB,Cache:N/A",50.59,57.98,162.0,Sydney,Sydney,New South Wales,Australia,
Crucial CT275MX300SSD1,,"Series:MX300,Type:SSD,Capacity:275GB,Cache:N/A",79.21,97.88,60.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
G.Skill Ripjaws V Series,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",603.22,721.99,10.0,Bombay,Bombay,Maharashtra,India,
EVGA 11G-P4-6598-KR,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",663.54,809.99,73.0,Toronto,Toronto,Ontario,Canada,
Seagate ST1000DX002,,"Series:FireCuda,Type:Hybrid,Capacity:1TB,Cache:64MB",55.41,,88.0,Toronto,Toronto,Ontario,Canada,2008-08-07
G.Skill Trident Z,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",556.8,758.99,187.0,Beijing,Beijing,Beijing,China,
Zotac ZT-P10810C-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.65GHz",535.03,759.99,197.0,"Southlake, Texas",Southlake,Texas,United States,2008-07-08
MSI X99A XPOWER GAMING TITANIUM,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",257.23,329.99,212.0,Sydney,Sydney,New South Wales,Australia,2008-09-08
AMD 100-506061,,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",706.99,999.99,175.0,"Southlake, Texas",Southlake,Texas,United States,
Kingston,,"Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB",556.84,671.38,177.0,San Francisco,South San Francisco,California,United States,2008-11-09
G.Skill Ripjaws 4 Series,,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",834.06,1073.99,272.0,"Seattle, Washington",Seattle,Washington,United States,
Intel Xeon E5-2650,,"Speed:2.0GHz,Cores:8,TDP:95W",869.03,1064.99,147.0,Sydney,Sydney,New South Wales,Australia,2008-08-10
Corsair Vengeance LPX,,"Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",821.91,1099.99,225.0,"Seattle, Washington",Seattle,Washington,United States,2008-11-10
PNY VCQP5000-PB,,"Chipset:Quadro P5000,Memory:16GBCore Clock:1.61GHz",1602.21,2015.11,51.0,Beijing,Beijing,Beijing,China,
Gigabyte GV-N98TWF3OC-6GD,,"Chipset:GeForce GTX 980 Ti,Memory:6GBCore Clock:1.06GHz",633.29,749.99,167.0,San Francisco,South San Francisco,California,United States,
Intel Xeon E5-2690 V4,,"Speed:2.6GHz,Cores:14,TDP:135W",1499.26,1994.49,27.0,Beijing,Beijing,Beijing,China,2008-11-11
Intel DP35DPM,,"CPU:LGA775,Form Factor:ATX,RAM Slots:4,Max RAM:8GB",626.22,789.79,47.0,Beijing,Beijing,Beijing,China,
SanDisk SDSSDHII-240G-G25,,"Series:Ultra II,Type:SSD,Capacity:240GB,Cache:N/A",73.39,84.95,176.0,Toronto,Toronto,Ontario,Canada,2008-01-12
Kingston,,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x8GBSize:32GB",566.98,653.5,177.0,Sydney,Sydney,New South Wales,Australia,
Corsair CB-9060011-WW,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",573.51,799.99,535923.0,"Seattle, Washington",Seattle,Washington,United States,2009-04-01
Samsung MZ-V6E250,,"Series:960 EVO,Type:SSD,Capacity:250GB,Cache:512MB",92.98,127.88,29.0,Sydney,Sydney,New South Wales,Australia,
Corsair Vengeance LPX,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",595.42,699.01,34.0,Sydney,Sydney,New South Wales,Australia,2009-04-02
Seagate ST2000DX002,,"Series:FireCuda,Type:Hybrid,Capacity:2TB,Cache:64MB",64.48,90.99,225.0,San Francisco,South San Francisco,California,United States,
Intel Core i7-5960X,,"Speed:3.0GHz,Cores:8,TDP:140W",865.59,0.0,124.0,Beijing,Beijing,Beijing,China,
EVGA 11G-P4-6696-KR,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",594.46,759.99,167.0,San Francisco,South San Francisco,California,United States,2009-11-03
Zotac ZT-P10810G-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",598.25,754.98,186.0,Sydney,Sydney,New South Wales,Australia,
MSI GTX 1080 TI LIGHTNING X,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",742.94,863.98,173.0,"Seattle, Washington",Seattle,Washington,United States,2009-01-04
PNY VCQK4200-PB,,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",799.05,949.89,177.0,San Francisco,South San Francisco,California,United States,2009-12-04
Western Digital WD5000AACS,,"Series:Caviar Green,Type:5400RPM,Capacity:500GB,Cache:16MB",20.14,26.99,225.0,San Francisco,South San Francisco,California,United States,2009-12-04
AMD 100-5056062,True,"Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz",1343.84,1499.99,84.0,Toronto,Toronto,Ontario,Canada,2009-02-06
G.Skill Trident X,,"Speed:DDR3-3100,Type:240-pin DIMM,CAS:12Module:2x4GBSize:8GB",507.32,649.99,177.0,San Francisco,South San Francisco,California,United States,2009-02-06
Intel Xeon E5-2699 V4 (OEM/Tray),,"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,1756.0,157.0,Toronto,Toronto,Ontario,Canada,
Intel Xeon E5-2630 V4,,"Speed:2.2GHz,Cores:10,TDP:85W",528.95,647.99,176.0,San Francisco,South San Francisco,California,United States,2009-02-07
Intel Core i7-6950X (OEM/Tray),True,"Speed:3.0GHz,Cores:10,TDP:140W",1479.56,1704.37,101.0,San Francisco,South San Francisco,California,United States,2009-03-07
MSI GTX 1080 TI AERO 11G OC,True,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",715.72,798.26,170.0,"Southlake, Texas",Southlake,Texas,United States,
PNY SSD7CS1311-120-RB,,"Series:CS1311,Type:SSD,Capacity:120GB,Cache:N/A",50.59,57.98,136.0,Beijing,Beijing,Beijing,China,
Samsung MZ-7KE256BW,,"Series:850 Pro Series,Type:SSD,Capacity:256GB,Cache:N/A",97.19,119.99,136.0,Beijing,San Francisco,California,United States,
Gigabyte GV-N1070WF2OC-8GD,,"Chipset:GeForce GTX 1070,Memory:8GBCore Clock:1.56GHz",551.62,769.99,214.0,Sydney,Sydney,New South Wales,Australia,2009-01-09
MSI X99A GODLIKE GAMING CARBON,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",415.0,549.59,215.0,San Francisco,South San Francisco,California,United States,
Corsair Dominator Platinum,,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1131.68,1314.99,77.0,Toronto,Toronto,Ontario,Canada,
Intel Xeon E5-2687W,,"Speed:3.1GHz,Cores:8,TDP:150W",581.16,710.99,35.0,Sydney,Sydney,New South Wales,Australia,
PNY VCQM6000-PB,True,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,3254.99,133.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
ATI FirePro S9050,,"Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz",1237.04,1699.0,125.0,Bombay,Bombay,Maharashtra,India,2009-03-12
G.Skill Ripjaws V Series,,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",546.05,677.99,226.0,Sydney,Sydney,New South Wales,Australia,
G.Skill Ripjaws V Series,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB",510.93,640.99,184.0,San Francisco,South San Francisco,California,United States,
Intel Xeon E5-1680 V3 (OEM/Tray),,"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,1751.99,157.0,Toronto,Toronto,Ontario,Canada,2010-01-02
Asus RAMPAGE V EXTREME,True,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",459.0,572.96,149.0,San Francisco,South San Francisco,California,United States,
EVGA 12G-P4-3992-KR,,"Chipset:GeForce GTX Titan Z,Memory:12GBCore Clock:732MHz",2313.07,2799.99,97.0,"Seattle, Washington",Seattle,Washington,United States,
Seagate ST31000340NS - FFP,,"Series:Barracuda ES,Type:7200RPM,Capacity:1TB,Cache:32MB",34.4,43.99,128.0,San Francisco,Toronto,Ontario,Canada,
Intel Core i9-7900X,,"Speed:3.3GHz,Cores:10,TDP:140W",855.82,1029.99,110.0,Bombay,Bombay,Maharashtra,India,
PNY VCQK4200-PB,,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",799.05,949.89,143.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
Zotac ZT-P10810G-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",598.25,754.98,197.0,"Southlake, Texas",Southlake,Texas,United States,
Kingston,,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x16GBSize:64GB",474.18,644.0,97.0,"Seattle, Washington",Seattle,Washington,United States,
Intel Xeon E5-2680 V2,,"Speed:2.8GHz,Cores:10,TDP:115W",567.81,701.95,27.0,Bombay,Bombay,Maharashtra,India,
Intel Core i7-7820X,,"Speed:3.6GHz,Cores:8,TDP:140W",511.1,678.75,76.0,"Seattle, Washington",Seattle,Washington,United States,
AMD FirePro W9100,,"Chipset:FirePro W9100,Memory:16GBCore Clock:930MHz",2483.38,2998.89,51.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
Intel SSDPECME040T401,,"Series:DC P3608,Type:SSD,Capacity:4TB,Cache:N/A",7123.66,8867.99,117.0,San Francisco,South San Francisco,California,United States,
Corsair Dominator Platinum,,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",537.63,659.99,89.0,"Seattle, Washington",Seattle,Washington,United States,
Zotac ZT-P10810G-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",598.25,754.98,209.0,Toronto,Toronto,Ontario,Canada,
Gigabyte GV-N1070WF2OC-8GD,,"Chipset:GeForce GTX 1070,Memory:8GBCore Clock:1.56GHz",551.62,769.99,237.0,Toronto,Toronto,Ontario,Canada,2010-02-06
PNY VCQP6000-PB,,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,5499.99,185.0,San Francisco,South San Francisco,California,United States,2010-12-06
EVGA Z270 Classified K,,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",234.26,283.98,96.0,San Francisco,South San Francisco,California,United States,
Asus VANGUARD B85,True,"CPU:LGA1150,Form Factor:Micro ATX,RAM Slots:4,Max RAM:32GB",258.1,287.0,11.0,Beijing,Beijing,Beijing,China,2010-07-07
Western Digital WDS250G1B0A,,"Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",72.54,89.89,74.0,Toronto,Toronto,Ontario,Canada,
Intel Xeon E5-2695 V3 (OEM/Tray),,"Speed:2.3GHz,Cores:14,TDP:120W",1925.13,2431.95,7.0,Beijing,Beijing,Beijing,China,
G.Skill Trident Z,,"Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",601.56,725.99,69.0,"Seattle, Washington",Seattle,Washington,United States,
Intel Core 2 Extreme QX9775,,"Speed:3.2GHz,Cores:4,TDP:150W",892.0,737.68,183.0,San Francisco,South San Francisco,California,United States,
MSI X299 TOMAHAWK ARCTIC,,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",223.92,281.98,41.0,Sydney,Sydney,New South Wales,Australia,
Intel Xeon E5-2683 V4,,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,1899.99,47.0,Beijing,Beijing,Beijing,China,
EVGA Z270 Classified K,,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",234.26,283.98,37.0,Sydney,Sydney,New South Wales,Australia,
AMD 100-5056062,True,"Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz",1343.84,1499.99,108.0,New Jersey,South Brunswick,New Jersey,United States,
Crucial CT525MX300SSD1,,"Series:MX300,Type:SSD,Capacity:525GB,Cache:N/A",135.59,150.99,150.0,Sydney,San Francisco,California,United States,
Intel Core i7-7820X,,"Speed:3.6GHz,Cores:8,TDP:140W",511.1,678.75,35.0,Sydney,Sydney,New South Wales,Australia,2010-05-09
G.Skill Ripjaws V Series,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",617.62,695.99,101.0,"Seattle, Washington",Seattle,Washington,United States,2010-01-10
Zotac ZT-P10810A-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",702.35,849.99,50.0,Beijing,Beijing,Beijing,China,
Supermicro MBD-X10DAX,,"CPU:LGA2011-3 x 2,Form Factor:EATX,RAM Slots:16,Max RAM:",385.24,443.72,7.0,Bombay,Bombay,Maharashtra,India,
ASRock E3C224D4M-16RE,,"CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",364.79,499.99,160.0,Beijing,Beijing,Beijing,China,
EVGA 11G-P4-6696-KR,True,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",594.46,759.99,8.0,Bombay,Bombay,Maharashtra,India,
G.Skill Ripjaws V Series,,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",452.54,645.2,6.0,Bombay,Bombay,Maharashtra,India,
ADATA ASU800SS-128GT-C,,"Series:Ultimate SU800,Type:SSD,Capacity:128GB,Cache:N/A",37.78,52.65,65.0,Sydney,Sydney,New South Wales,Australia,
Asus X99-E-10G WS,True,"CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB",582.02,649.0,219.0,"Seattle, Washington",Seattle,Washington,United States,
AMD 100-506061,,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",706.99,999.99,246.0,New Jersey,South Brunswick,New Jersey,United States,
Western Digital WDS500G1B0B,,"Series:Blue,Type:SSD,Capacity:500GB,Cache:N/A",106.89,149.88,194.0,Toronto,San Francisco,California,United States,2010-09-12
AMD 100-505989,,"Chipset:FirePro W9100,Memory:32GBCore Clock:930MHz",2128.67,2699.99,63.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2010-11-12
Intel Core i7-4770K,,"Speed:3.5GHz,Cores:4,TDP:84W",799.0,714.15,111.0,San Francisco,South San Francisco,California,United States,
Intel Xeon E5-2687W V3,,"Speed:3.1GHz,Cores:10,TDP:160W",1781.47,2064.99,86.0,Toronto,Toronto,Ontario,Canada,
G.Skill Ripjaws V Series,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB",510.93,640.99,103.0,"Seattle, Washington",Seattle,Washington,United States,
MSI X99A GODLIKE GAMING CARBON,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",415.0,549.59,271.0,"Seattle, Washington",Seattle,Washington,United States,
Intel Xeon E5-2630 V4,,"Speed:2.2GHz,Cores:10,TDP:85W",528.95,647.99,123.0,Bombay,Bombay,Maharashtra,India,
Seagate ST3000DM008,,"Series:Barracuda,Type:7200RPM,Capacity:3TB,Cache:64MB",61.63,83.61,114.0,San Francisco,South San Francisco,California,United States,
Intel Core i7-5930K,,"Speed:3.5GHz,Cores:6,TDP:140W",481.56,554.99,45.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2011-05-02
Corsair Dominator Platinum,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x16GBSize:128GB",1051.97,1449.99,163.0,Sydney,Sydney,New South Wales,Australia,2011-08-02
ATI FirePro S9150,,"Chipset:FirePro S9150,Memory:16GBCore Clock:900MHz",2628.06,3177.44,41.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2011-10-02
PNY VCQP6000-PB,,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,5499.99,81.0,Toronto,Toronto,Ontario,Canada,
Zotac ZT-P10810C-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.65GHz",535.03,759.99,273.0,New Jersey,South Brunswick,New Jersey,United States,
Gigabyte GV-N1070WF2OC-8GD,,"Chipset:GeForce GTX 1070,Memory:8GBCore Clock:1.56GHz",551.62,769.99,304.0,New Jersey,South Brunswick,New Jersey,United States,2011-01-03
Asus TUF X299 MARK 1,,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",241.15,339.99,148.0,Sydney,Sydney,New South Wales,Australia,2011-11-03
Zotac ZT-P10810A-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",702.35,849.99,64.0,"Seattle, Washington",Seattle,Washington,United States,
Intel Xeon E5-2699 V4 (OEM/Tray),True,"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,1756.0,145.0,Sydney,Sydney,New South Wales,Australia,
EVGA 11G-P4-6598-KR,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",663.54,809.99,20.0,Beijing,Beijing,Beijing,China,
Seagate ST31000340NS - FFP,,"Series:Barracuda ES,Type:7200RPM,Capacity:1TB,Cache:32MB",34.4,43.99,80.0,Sydney,Toronto,Ontario,Canada,
Corsair Vengeance LPX,True,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",912.98,1299.99,118.0,San Francisco,South San Francisco,California,United States,
Corsair Dominator Platinum,,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",537.63,659.99,65.0,Sydney,Sydney,New South Wales,Australia,
Zotac ZT-P10810G-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",598.25,754.98,273.0,New Jersey,South Brunswick,New Jersey,United States,
Intel Xeon E5-2695 V3 (OEM/Tray),,"Speed:2.3GHz,Cores:14,TDP:120W",1925.13,2431.95,18.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
Intel Xeon E5-1650 V3,,"Speed:3.5GHz,Cores:6,TDP:140W",399.77,564.89,101.0,New Jersey,South Brunswick,New Jersey,United States,
